"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LBP",3.55822269716582e-24,-4.39906772880959,0.006,0.097,7.78539126139881e-20
"NOL3",3.82699438624837e-24,1.0358785164114,0.788,0.377,8.37346371711143e-20
"KLF6",4.17271948719084e-24,-1.12581316724438,0.858,0.881,9.12991023797355e-20
"DLGAP5",4.8126919496618e-24,-2.38438400838332,0.148,0.386,1.053016998586e-19
"RPL8",5.00341575156173e-24,0.211179115015294,1,1,1.09474736644171e-19
"RNF150",6.2480746290757e-24,1.55045060716562,0.583,0.195,1.36707872884176e-19
"SYNE2",6.34804907508486e-24,-1.96493344289968,0.384,0.61,1.38895313762857e-19
"ARHGAP29",6.58238187987144e-24,1.01994937852462,0.895,0.602,1.44022515531587e-19
"IQSEC1",6.81053415658467e-24,1.47775104377034,0.565,0.165,1.49014487346073e-19
"TRIM47",7.11846912319628e-24,-2.25210971471349,0.148,0.386,1.55752104415535e-19
"CIB2",7.65071497134028e-24,1.02794642634701,0.629,0.216,1.67397643572925e-19
"CAPN6",7.77293068631079e-24,-1.21675014559622,0.046,0.225,1.7007172341648e-19
"KIF15",1.08577350613676e-23,-3.48519725516334,0.067,0.254,2.37567243142724e-19
"FIBIN",1.29965668132667e-23,-1.39727815491853,0.412,0.653,2.84364881874276e-19
"PCBP4",1.46035736387597e-23,1.27964003508066,0.697,0.309,3.19526191216061e-19
"SGK1",1.74490249444629e-23,-2.23381296903901,0.204,0.449,3.81784665784848e-19
"EMILIN2",1.97107270860993e-23,1.25473480032169,0.734,0.36,4.31270708643853e-19
"MGC148714",2.00175265701776e-23,0.45228039692427,0.994,0.936,4.37983481355486e-19
"ANK3",3.17130502671277e-23,1.04030021136671,0.78,0.411,6.93881539844753e-19
"MKX",3.43769152609533e-23,4.27801129659068,0.334,0.013,7.52166905909658e-19
"TMEM147",3.85659045697053e-23,0.631566153877838,0.96,0.78,8.43821991985152e-19
"INHBA",4.04675203044551e-23,2.19923604121086,0.437,0.076,8.85429344261477e-19
"GJA1",4.18677916681028e-23,1.02279801348055,0.833,0.479,9.16067281698089e-19
"PCNA",4.46698120115533e-23,-1.52727992363551,0.563,0.695,9.77375486812786e-19
"GAPDH",4.58871239903265e-23,0.325352362412978,0.999,1,1.00401027290834e-18
"UBE2S",4.79353886949401e-23,-1.31426585292328,0.778,0.814,1.04882630464529e-18
"HSP90AB1",5.01912328820133e-23,-0.313849123590461,1,1,1.09818417545845e-18
"CANX",5.04240499249382e-23,-0.805602998611491,0.916,0.915,1.10327821235765e-18
"PA2G4",5.09836928998732e-23,-0.894941363827718,0.921,0.911,1.11552320064923e-18
"CALM1",5.22447960688921e-23,0.34228563379665,1,1,1.14311613798736e-18
"CCNB2",5.71187201874961e-23,-2.04690900273439,0.222,0.466,1.24975759770241e-18
"GALNT15",5.78322850844532e-23,-3.85027175730451,0.03,0.174,1.26537039764784e-18
"PTTG1",6.731084859414e-23,-1.12631816118084,0.368,0.657,1.47276136723978e-18
"SELENOM",7.05957973210448e-23,0.755184096621399,0.935,0.746,1.54463604538446e-18
"C15H11orf96",7.37263949444005e-23,-1.79913784107828,0.271,0.53,1.61313352138348e-18
"SH3GLB1",7.37500455547634e-23,0.694613224346061,0.96,0.754,1.61365099673822e-18
"UHRF1",7.95725335129674e-23,-2.1172557962208,0.189,0.432,1.74104703326373e-18
"RASSF4",9.32965334660219e-23,1.57435256513096,0.594,0.216,2.04132815223656e-18
"JSRP1",1.05580502725761e-22,1.14577153564689,0.742,0.347,2.31010139963964e-18
"FRMD6",1.206970744246e-22,1.01032152055114,0.848,0.517,2.64085198841025e-18
"SVEP1",1.32689343488861e-22,1.80920162251629,0.477,0.114,2.90324283553628e-18
"CHRNA1",1.56230792739097e-22,1.27579334079611,0.651,0.271,3.41832974513145e-18
"CXCL10",2.24606973664354e-22,1.00664751133545,0.597,0.212,4.91440058377606e-18
"DKK2",2.26524257974964e-22,5.66567536145634,0.311,0.004,4.95635076449221e-18
"TSC22D1",2.45846723961374e-22,1.32205718163205,0.655,0.258,5.37912632027487e-18
"FYN",2.52096612946334e-22,-2.35838060113919,0.222,0.453,5.51587389126579e-18
"CRNN",2.82703897602666e-22,3.06641830984832,0.362,0.038,6.18556127954634e-18
"MDFIC",3.23517169113026e-22,-1.43296804585656,0.595,0.72,7.07855566019301e-18
"OSTF1",5.59914256446259e-22,0.721174011227796,0.934,0.686,1.22509239310441e-17
"EIF1B",5.62222623957257e-22,0.898699617509735,0.942,0.767,1.23014310121848e-17
"BARX1",6.13916309569676e-22,2.12912391572474,0.395,0.055,1.34324888533845e-17
"CALD1",6.99305910764956e-22,0.484680640037479,0.998,0.983,1.53008133275372e-17
"IL1R1",7.05481115542186e-22,-2.22714846085575,0.162,0.39,1.5435926808063e-17
"FKBP5",7.19332195499438e-22,-0.634203946849852,0.97,0.949,1.57389884375277e-17
"COL6A5",7.35197522637437e-22,6.05621973380565,0.298,0,1.60861217953071e-17
"RRAS2",7.60134071943559e-22,0.915617292448184,0.849,0.525,1.66317334941251e-17
"SERPINB2",7.99006431802874e-22,-6.71100173766296,0.002,0.068,1.74822607278469e-17
"ANGPT2",8.22023363329844e-22,-6.07308153032319,0.002,0.068,1.7985871189657e-17
"GFRA1",8.72433004706149e-22,-6.10560277132073,0.001,0.059,1.90888341429705e-17
"HIF1A",9.11021930826425e-22,-0.981876027316071,0.788,0.822,1.99331598464822e-17
"CST3",1.0419072038268e-21,0.653327774711785,0.988,0.894,2.27969296197304e-17
"CTSD",1.1277883823646e-21,0.737433664949244,0.969,0.763,2.46760098061374e-17
"NFKBIA",1.1665437407444e-21,-1.15170013726731,0.504,0.699,2.55239770474874e-17
"PRKAG2",1.22268034907981e-21,1.94875191836445,0.459,0.11,2.67522460378663e-17
"PPP1CC",1.23278237033313e-21,-0.871990538810882,0.839,0.843,2.69732782628888e-17
"NDUFA4",1.30420269831424e-21,0.365280933493023,0.998,0.996,2.85359550391155e-17
"RBP1",1.52207417320649e-21,-3.54834780992241,0.021,0.144,3.3302982909758e-17
"HSPB6",1.60702673941665e-21,1.28988935962601,0.619,0.229,3.51617450584362e-17
"ARMC4",1.72111521589865e-21,2.37813354676862,0.395,0.064,3.76580009238625e-17
"SMURF2",1.72292102312038e-21,1.380598874034,0.552,0.195,3.76975119858739e-17
"HCFC1R1",1.74620363270787e-21,0.784859821449967,0.939,0.699,3.82069354836481e-17
"RPL3",1.75433721174036e-21,0.247109723424796,1,1,3.83848981928791e-17
"COL5A2",1.90706102698833e-21,1.32861956425452,0.629,0.258,4.17264952705046e-17
"TMSB10",2.02417807295902e-21,0.341145228511564,1,1,4.42890162363433e-17
"P3H4",2.07538869493262e-21,0.972573343305151,0.767,0.39,4.54095046451258e-17
"TNIP1",2.22979076483668e-21,-1.52619388896631,0.523,0.674,4.87878219346265e-17
"CKAP2",2.40942052026208e-21,-1.74893837540608,0.521,0.657,5.27181209833343e-17
"CBR3",2.8617402921582e-21,0.967198115170417,0.807,0.398,6.26148775924215e-17
"TUBA1B",2.88366775435869e-21,-0.688624037623687,0.966,0.992,6.30946504653682e-17
"MET",3.09452390024253e-21,1.60157873918373,0.482,0.127,6.77081829373067e-17
"PDLIM2",3.37807252935924e-21,1.46660569946498,0.553,0.186,7.39122269423801e-17
"HEBP1",3.50382155156776e-21,1.31657180685825,0.621,0.263,7.66636155483026e-17
"PDGFA",4.16332359225907e-21,1.03316204377075,0.73,0.36,9.10935201986284e-17
"JPT1",4.68395529838077e-21,0.657201474416008,0.954,0.784,1.02484941928571e-16
"CNN2",4.76304748393812e-21,0.948978112792273,0.847,0.585,1.04215478948566e-16
"ENSBTAG00000040602",5.35633590017779e-21,0.451108197074699,0.993,0.919,1.1719662949589e-16
"TPM4",7.40760054771833e-21,0.571850547562155,0.992,0.958,1.62078299984077e-16
"NOTCH3",8.77476482152232e-21,1.73140909081452,0.488,0.136,1.91991854294908e-16
"DLC1",8.81608425923337e-21,1.20585293236627,0.651,0.28,1.92895923592026e-16
"RENBP",9.93130108859117e-21,-2.85783590172772,0.118,0.318,2.17296867818375e-16
"SPARCL1",1.16042398082148e-20,-1.5804110825119,0.262,0.525,2.5390076700374e-16
"TMED3",1.23140196194028e-20,0.939520521550024,0.796,0.479,2.69430749272534e-16
"HMGCS1",1.36817487048757e-20,-0.725564248056658,0.838,0.932,2.99356661662681e-16
"JOSD2",1.40980880440057e-20,0.813486439296188,0.855,0.572,3.08466166402845e-16
"ATP1B3",1.60507578250769e-20,-0.923043269953742,0.823,0.809,3.51190581212683e-16
"MYH10",1.66047741879246e-20,1.14707834623295,0.723,0.386,3.63312459231789e-16
"BAX",1.69205148691702e-20,0.801461240270318,0.89,0.623,3.70220865337443e-16
"GPC1",1.78775244627524e-20,0.618810214838696,0.949,0.775,3.91160235245023e-16
"CDH5",1.83753071211358e-20,-7.27027564505229,0,0.051,4.02051719810451e-16
"BLOC1S1",2.0322604177667e-20,0.494300746540535,0.986,0.864,4.44658579407355e-16
"FBLN5",2.16280743067492e-20,2.59042787816371,0.348,0.042,4.73222265831672e-16
"CFAP36",2.19138268630576e-20,0.729451752743259,0.926,0.733,4.79474531763699e-16
"CLTC",2.25840635653295e-20,0.491496156956486,0.984,0.907,4.94139310809409e-16
"COX4I1",2.58063559375593e-20,0.337636776303796,0.998,0.992,5.64643067913797e-16
"TTC28",3.28745702467602e-20,1.84935293642054,0.443,0.102,7.19295596999113e-16
"TSPAN7",3.46809442750765e-20,1.77363498785811,0.496,0.153,7.58819060738673e-16
"BMP4",3.9905642804832e-20,1.61959066461731,0.485,0.14,8.73135464569724e-16
"PPM1H",4.24458586437426e-20,-3.55632958861292,0.037,0.178,9.28715387125087e-16
"DEK",4.87813297730524e-20,-0.625551443827897,0.971,0.945,1.06733549543439e-15
"KLF5",5.3633614067096e-20,1.6892463964649,0.479,0.136,1.17350347578806e-15
"MYOF",5.63093555832727e-20,0.771987829746738,0.757,0.352,1.23204870016201e-15
"GRO1",6.45140135702285e-20,-1.83985141465987,0.28,0.492,1.4115666169166e-15
"TLN1",7.09041220752902e-20,0.513323724076813,0.981,0.898,1.55138219100735e-15
"CMTM7",7.70814059878082e-20,0.859652685404832,0.779,0.407,1.68654116301324e-15
"CFL1",7.74690482360407e-20,0.357893956840971,0.999,0.996,1.69502277540457e-15
"VPS28",7.92387022989743e-20,0.687753794184113,0.921,0.657,1.73374280630156e-15
"GPX8",9.64580849535183e-20,0.771931642681457,0.859,0.547,2.11050289878298e-15
"ACTN1",1.02938294019646e-19,1.11401396122215,0.807,0.585,2.25228987314986e-15
"SLC16A11",1.10749704587342e-19,2.70265888424306,0.333,0.034,2.42320353637104e-15
"PCDH7",1.42420337989082e-19,0.94801348163678,0.763,0.407,3.11615699520112e-15
"NOP10",1.61210630682668e-19,-1.14832129484614,0.746,0.771,3.52728859933678e-15
"ENAH",1.69357315229692e-19,0.745856149286599,0.877,0.551,3.70553805722566e-15
"STK17B",1.75797310114467e-19,1.08527642480108,0.598,0.233,3.84644514530454e-15
"PRKCI",1.7722550561467e-19,1.74552619027057,0.434,0.106,3.87769406284897e-15
"RACK1",1.79396411626648e-19,0.225653855707878,1,1,3.92519348639106e-15
"SLC25A5",1.98071899738029e-19,-0.645326070100536,0.921,0.907,4.33381316626808e-15
"DPYSL3",2.10420703145812e-19,1.63379813107483,0.462,0.136,4.60400498483037e-15
"GSE1",2.30100519434342e-19,1.17261335472134,0.561,0.208,5.03459936522339e-15
"UBALD2",2.47144265935944e-19,-1.59620263634605,0.575,0.682,5.40751653867845e-15
"C1QTNF3",2.57767768750814e-19,3.11111935841684,0.369,0.072,5.63995878026781e-15
"MCM4",2.60515301320936e-19,-1.71459681188447,0.301,0.521,5.70007479290208e-15
"PLSCR3",2.83330431294637e-19,0.866858188762505,0.698,0.326,6.19926983672666e-15
"CPA5",2.84913193708892e-19,2.50418143524865,0.368,0.064,6.23390067835056e-15
"MYLIP",2.99104798214181e-19,2.51119030132131,0.369,0.064,6.54441298492628e-15
"LIFR",3.34159770414215e-19,-4.5025916649888,0.007,0.085,7.31141577666302e-15
"TMEM65",3.88045098408462e-19,1.10895939412448,0.672,0.322,8.49042675317714e-15
"IDH3A",3.98436261337724e-19,0.741857054749964,0.888,0.657,8.71778539806941e-15
"RRM2",4.29287963098964e-19,-1.98826591008852,0.182,0.403,9.39282063260533e-15
"DCTN3",5.45593585146984e-19,0.599280205191575,0.941,0.708,1.1937587643016e-14
"PLOD2",5.51311393470659e-19,0.882556893434586,0.885,0.589,1.2062693289138e-14
"LARP6",5.7952589675188e-19,-1.86905508173782,0.372,0.555,1.26800266209311e-14
"CDON",6.1764287072727e-19,2.26644785948599,0.366,0.068,1.35140260115127e-14
"CCL1",7.03677654254787e-19,-6.60615812353754,0,0.047,1.53964670750947e-14
"UTRN",7.04421114850561e-19,0.763693588928688,0.895,0.657,1.54127339929303e-14
"LPCAT3",7.39562874793757e-19,1.01219853761976,0.634,0.271,1.61816357004874e-14
"YBX3",8.42567534974288e-19,-0.588284772627105,0.974,0.958,1.84353776652374e-14
"ST13",8.737738094339e-19,-0.529071430583174,0.975,0.932,1.91181709504137e-14
"ARL6IP5",8.78029793356975e-19,0.663736697246574,0.933,0.699,1.92112918786506e-14
"SRGAP1",9.20629191129514e-19,1.3387172949578,0.487,0.144,2.01433667019138e-14
"S100A9",9.64911418166502e-19,-5.89466964228524,0.002,0.059,2.11122618294831e-14
"CUX1",9.99712563812865e-19,0.893310245770772,0.804,0.445,2.18737108962255e-14
"NDUFB8",1.18294661663904e-18,0.518460616555565,0.968,0.839,2.58828719720621e-14
"OLFML2B",1.22972319160808e-18,-1.73665647257847,0.332,0.53,2.69063434323848e-14
"DRAP1",1.32278624806973e-18,0.613386769130504,0.942,0.695,2.89425631077656e-14
"TCF12",1.40111554227506e-18,1.08046736868884,0.683,0.331,3.06564080649784e-14
"IGFBP2",1.46943872777055e-18,5.73560731012327,0.266,0.004,3.21513193636196e-14
"F2RL2",1.51224949844591e-18,-2.75744539071324,0.11,0.297,3.30880190259966e-14
"FLNB",1.59609588554421e-18,0.905812909290033,0.788,0.466,3.49225779757074e-14
"KDELR3",1.72677991548434e-18,0.812778406158416,0.843,0.559,3.77819445507973e-14
"WBP1",1.75396549964794e-18,1.18271959165204,0.579,0.225,3.8376765132297e-14
"MID1",1.89075295299323e-18,1.66730875339494,0.398,0.089,4.13696746114918e-14
"FAM162A",2.10083128509743e-18,0.763701796393487,0.801,0.466,4.59661885179319e-14
"HTRA1",2.41507601660428e-18,0.64730341297874,0.983,0.818,5.28418632433016e-14
"STMN1",2.47337763069885e-18,-0.7434020519071,0.88,0.919,5.41175025596908e-14
"ATF4",2.57695069915168e-18,-0.652857916676529,0.969,0.945,5.63836812974387e-14
"FNDC5",2.87631104495528e-18,2.29000134939191,0.36,0.068,6.29336856636216e-14
"QPRT",2.8945245863138e-18,0.944589945225053,0.653,0.28,6.3332197948546e-14
"ENSBTAG00000048782",2.91250836586276e-18,-0.442698061242672,0.995,0.983,6.37256830450773e-14
"BLVRA",2.95567162112596e-18,0.91794505643339,0.667,0.305,6.46700950702361e-14
"CTSV",3.03893747807703e-18,0.704207630572312,0.945,0.716,6.64919520203254e-14
"TNNC1",3.20285811971149e-18,5.1128867091848,0.28,0.017,7.00785356592873e-14
"NDUFB5",3.70737733421363e-18,0.488235850189726,0.964,0.847,8.11174160725942e-14
"CTSA",3.7096133024961e-18,0.69651973857215,0.825,0.449,8.11663390586147e-14
"H3C7",3.70992375567494e-18,-4.41062988597577,0.022,0.131,8.11731317741677e-14
"FIS1",3.82541512472455e-18,0.427564218138956,0.986,0.886,8.37000829289732e-14
"PLEKHG5",4.26642830487533e-18,2.41058117394802,0.341,0.055,9.33494513106723e-14
"NUF2",4.82989163282543e-18,-1.61268749005985,0.296,0.508,1.0567802892622e-13
"CAST",5.09317983575585e-18,0.497113250194219,0.998,0.953,1.11438774806338e-13
"BCAT1",5.53082965114269e-18,2.11642420966947,0.333,0.047,1.21014552767002e-13
"OXSR1",6.34642087144387e-18,0.856293023184675,0.66,0.275,1.38859688667192e-13
"CCDC106",6.48829450654137e-18,2.15895783788293,0.376,0.081,1.41963883803125e-13
"SHISA4",6.75700941898801e-18,0.940760789310441,0.645,0.305,1.47843366087458e-13
"CFL2",6.95674960534893e-18,0.699859657161951,0.899,0.606,1.52213681365035e-13
"LTBP2",8.77796223782407e-18,-2.32443469480666,0.164,0.36,1.92061813763591e-13
"TSPAN9",1.09632182279162e-17,1.13305758577769,0.512,0.174,2.39875214826806e-13
"DAG1",1.12539101213228e-17,1.93009907073519,0.397,0.097,2.46235553454544e-13
"NXN",1.19940342890334e-17,0.761484279798121,0.766,0.381,2.6242947024405e-13
"MGMT",1.37799222598189e-17,0.98947491951424,0.575,0.216,3.01504699044838e-13
"RAD21",1.4651533877132e-17,0.649471674283198,0.95,0.801,3.20575561231649e-13
"PLK1",1.48791600486843e-17,-2.94084337377606,0.094,0.267,3.25556021865213e-13
"NDUFS4",1.74505013145072e-17,0.502619894933692,0.964,0.822,3.81816968761419e-13
"IFT81",1.9379524635985e-17,1.36506920697552,0.484,0.161,4.24023999035351e-13
"HEBP2",2.2406347404575e-17,0.79298378210483,0.665,0.288,4.90250881212102e-13
"REV3L",2.31305718479741e-17,-1.70010829790551,0.602,0.669,5.06096912033673e-13
"RRAS",2.33806660394836e-17,0.647381682050502,0.83,0.517,5.11568972943902e-13
"ASPM",2.470298701475e-17,-1.74386016376521,0.147,0.352,5.4050135588273e-13
"PYGL",2.56967902952877e-17,0.849033007959165,0.753,0.398,5.62245771660895e-13
"RAN",2.80019242682762e-17,-0.422839754515596,0.986,0.992,6.12682102989883e-13
"HES1",3.09788783734446e-17,2.24010869512728,0.356,0.072,6.77817858810968e-13
"LDHA",3.09789710184953e-17,-0.740702114891126,0.841,0.89,6.77819885884677e-13
"ARHGAP1",3.10925974835702e-17,1.06598933378459,0.638,0.275,6.80306032940516e-13
"SNRNP25",3.53491171116614e-17,0.617936980991509,0.911,0.699,7.73438682403152e-13
"RBM3",3.53725387369863e-17,0.403952588254893,0.989,0.953,7.73951147565261e-13
"SPP1",3.77149270809273e-17,2.1705404227497,0.466,0.178,8.2520260453069e-13
"CITED2",3.84122679349971e-17,0.638308354657714,0.944,0.712,8.40460422417737e-13
"RAI14",3.96334094141828e-17,0.902415866891815,0.654,0.309,8.67178997982319e-13
"NCL",4.05348692878163e-17,-0.627428148044361,0.992,0.992,8.8690294001742e-13
"CCDC91",4.39184022882174e-17,0.815170072999159,0.819,0.487,9.60934642066196e-13
"LCN2",4.66603837627577e-17,-5.48422424568199,0.001,0.051,1.02092919672914e-12
"KIF2C",5.06500055891702e-17,-2.54349305638899,0.078,0.242,1.10822212229104e-12
"KDM6B",5.35576049943118e-17,1.41037364990777,0.461,0.144,1.17184039727554e-12
"ATP6V1E1",5.58846791200058e-17,-1.21052232454138,0.74,0.754,1.22275677914573e-12
"JAM3",6.54463001549804e-17,0.779372500567834,0.7,0.339,1.43196504739097e-12
"UCP2",7.47278938019459e-17,0.691807300913891,0.72,0.373,1.63504631638658e-12
"NSMCE1",8.57241604221999e-17,0.662596001478964,0.92,0.593,1.87564463003773e-12
"SEC14L1",9.0030824303373e-17,0.797317669141367,0.739,0.39,1.9698744357578e-12
"ADCY7",1.01162642372539e-16,-2.85180271561504,0.089,0.254,2.21343861511114e-12
"ERRFI1",1.10499282805583e-16,1.44418910208657,0.482,0.178,2.41772430778617e-12
"HSF2BP",1.18182412313082e-16,1.15958605531351,0.547,0.216,2.58583118141023e-12
"SSX2IP",1.2473326166048e-16,1.29743523151036,0.499,0.182,2.7291637651313e-12
"MAGED2",1.51813748629483e-16,0.781467230925557,0.773,0.428,3.32168482001309e-12
"CTDSP2",1.61616039072212e-16,-0.757876108573155,0.911,0.864,3.5361589349e-12
"CCNG1",1.61921732528975e-16,0.749523003777738,0.904,0.758,3.54284750773398e-12
"ABCA1",1.67140719327447e-16,4.57575110726516,0.241,0.004,3.65703893888455e-12
"PWWP3A",1.78841204248162e-16,0.88432692178322,0.598,0.254,3.91304554894978e-12
"S100A4",1.7971308618694e-16,0.633147855854699,0.999,1,3.93212232577025e-12
"ATP1A1",2.13855388344532e-16,-0.986667513075341,0.76,0.788,4.67915589697835e-12
"FLNA",2.31681386632946e-16,0.464256044979876,0.985,0.915,5.06918873952886e-12
"HSD11B1",2.36195480977011e-16,-5.20403795662875,0.003,0.059,5.16795712377701e-12
"SPTBN1",2.5760818138343e-16,0.54330873412,0.985,0.864,5.63646700866945e-12
"TM4SF1",2.73331035791887e-16,-3.07317654405976,0.233,0.407,5.98048306312648e-12
"TP53INP1",2.76436689174993e-16,0.349593474388351,0.808,0.415,6.04843475914885e-12
"CHMP2A",2.82918652649271e-16,0.477516425170992,0.959,0.818,6.19026011996605e-12
"CYGB",2.98212447393481e-16,-4.64383755469094,0.005,0.068,6.52488834896936e-12
"PIN1",3.48519382408261e-16,0.425566616008744,0.984,0.898,7.62560408709275e-12
"LMF1",3.50421594108043e-16,1.51369193111868,0.424,0.123,7.66722447908397e-12
"PLA2G12A",3.61207317422479e-16,0.923498663417749,0.581,0.246,7.90321610520385e-12
"PIMREG",3.614094954915e-16,-2.35991201523008,0.108,0.284,7.90763976135402e-12
"KANK2",3.62432378707709e-16,0.749389085140412,0.862,0.521,7.93002044612466e-12
"GPAA1",3.86206407963357e-16,0.633801304360092,0.805,0.479,8.45019620623825e-12
"NGF",3.92271960911572e-16,1.98600326728048,0.33,0.059,8.5829105047452e-12
"COLEC12",4.01664666175451e-16,-2.72326311139228,0.051,0.186,8.78842289591886e-12
"UBL5",4.1781449116731e-16,0.37193620681239,0.987,0.911,9.14178106674075e-12
"PROCR",4.44204369772572e-16,-3.44467018425086,0.089,0.246,9.71919161062387e-12
"SREBF1",4.78226927339688e-16,0.87813567736306,0.675,0.335,1.04636051701924e-11
"RPS7",5.37153596084476e-16,0.181733306201266,1,1,1.17529206823283e-11
"ACTB",5.94006846053571e-16,0.320858103569051,1,1,1.29968697916521e-11
"TTLL7",6.49453050108473e-16,0.709567188178533,0.804,0.475,1.42100327363734e-11
"RUNX1",6.61625081694823e-16,0.909157779212645,0.548,0.212,1.44763567874827e-11
"RASD1",6.94530792919417e-16,-2.80310686200862,0.02,0.119,1.51963337490768e-11
"SPATA20",7.06367828785542e-16,0.959124491774852,0.595,0.267,1.54553280938277e-11
"LPP",7.29092426812084e-16,0.8839861147101,0.597,0.258,1.59525422986484e-11
"SKP2",7.77513345738621e-16,1.1958654000036,0.408,0.114,1.7011992004761e-11
"DKKL1",7.87301248207949e-16,0.91472801195497,0.552,0.233,1.72261513107899e-11
"ENSBTAG00000030593",7.96873475545077e-16,1.59386187252629,0.436,0.148,1.74355916449263e-11
"LY6E",8.27987599085556e-16,1.28154474877773,0.383,0.097,1.8116368667992e-11
"IKBIP",9.27350470062055e-16,0.745478459765809,0.785,0.458,2.02904282849578e-11
"KCNJ8",1.03339471352715e-15,-6.39237162933048,0,0.038,2.26106763319741e-11
"FCN1",1.03339471352715e-15,-6.09125547864255,0,0.038,2.26106763319741e-11
"ENSBTAG00000049125",1.03339471352715e-15,-6.614425193921,0,0.038,2.26106763319741e-11
"PECAM1",1.03339471352715e-15,-7.29649383105784,0,0.038,2.26106763319741e-11
"TAGLN",1.06557464782794e-15,2.50151887503719,0.285,0.038,2.33147732944754e-11
"GMNN",1.0803122897898e-15,-1.76371891002311,0.282,0.462,2.36372329006009e-11
"PDPN",1.10764412683637e-15,-1.06553129471489,0.813,0.818,2.42352534951798e-11
"RPL27A",1.14727523104813e-15,0.158501713079438,1,1,2.51023820553331e-11
"MCM2",1.19413255506473e-15,-1.57754365127461,0.294,0.483,2.61276203048163e-11
"ALKBH7",1.2543778711448e-15,0.675285622222727,0.849,0.547,2.74457878206483e-11
"BMX",1.25604885879985e-15,-3.86316259539435,0.01,0.085,2.74823490305406e-11
"DDOST",1.31284437637371e-15,0.489835013574085,0.957,0.847,2.87250349550568e-11
"NUCB1",1.32234919026306e-15,0.731279153110655,0.772,0.415,2.89330002829557e-11
"TMEM14C",1.37939767341777e-15,0.513251850659261,0.945,0.725,3.01812210943809e-11
"RUVBL1",1.51491739463292e-15,0.534035125625051,0.942,0.775,3.31463925945682e-11
"PIK3R2",1.54926340785501e-15,0.734707884527798,0.698,0.339,3.38978833638676e-11
"NFKBIZ",1.66719782473304e-15,-1.66027734962608,0.274,0.462,3.64782884051589e-11
"CXXC5",1.73307503725978e-15,0.692835359234751,0.862,0.53,3.79196818152441e-11
"SLC6A15",1.73375603097505e-15,-5.8881288875447,0.001,0.042,3.79345819577342e-11
"PLIN2",1.81284155218154e-15,-0.584928302720043,0.972,0.949,3.9664973161732e-11
"EFHD1",1.88307641161458e-15,-2.28592558542828,0.036,0.157,4.12017118861269e-11
"MORN2",1.98890977978546e-15,0.74066994568586,0.688,0.343,4.35173459817059e-11
"SDF2L1",2.07333880608731e-15,0.624779204367925,0.901,0.674,4.53646530771903e-11
"ENSBTAG00000024657",2.20307445422891e-15,-0.811725769732535,0.858,0.826,4.82032690585286e-11
"AP3S1",2.23864646465473e-15,0.675630648407739,0.832,0.5,4.89815846466456e-11
"CAPN2",2.29852817876764e-15,0.478461838266463,0.948,0.754,5.0291796551436e-11
"TRAPPC1",2.32420561589463e-15,0.824048493717332,0.681,0.364,5.08536188757744e-11
"HOPX",2.44596978318678e-15,-2.83561740044016,0.081,0.233,5.35178188561267e-11
"RGMB",2.45206085350439e-15,0.959493282319632,0.446,0.14,5.3651091474676e-11
"GLRX",2.56255657996645e-15,0.656117190362826,0.642,0.288,5.6068737969666e-11
"RPL37A",2.82648199819071e-15,-0.180560081245936,1,1,6.18434261204128e-11
"CMTM8",3.05836547576609e-15,0.886499058489158,0.548,0.216,6.69170366097621e-11
"GNAI2",3.261048007196e-15,0.441820814634264,0.973,0.847,7.13517303974485e-11
"COL6A1",3.3829512696574e-15,0.675459568863857,0.648,0.305,7.40189737801039e-11
"ADAM15",3.39009686252696e-15,0.98364221430496,0.494,0.182,7.41753193520899e-11
"DTNBP1",3.52212445172488e-15,0.66914849310119,0.818,0.458,7.70640830037405e-11
"RRAGA",3.53877052343611e-15,0.545554640338976,0.929,0.674,7.74282990527821e-11
"CALML4",3.7161948757782e-15,0.62843041216991,0.705,0.339,8.13103438820269e-11
"AUNIP",3.73204757510822e-15,-4.14541689577344,0.01,0.085,8.16572009433679e-11
"SMC4",3.77539150014736e-15,-1.26624108777475,0.584,0.678,8.26055660232242e-11
"SDC4",3.85068636674051e-15,-1.44075044798167,0.616,0.661,8.42530177042823e-11
"CSGALNACT1",3.87010088791186e-15,-3.81427315889588,0.007,0.072,8.46778074275114e-11
"CDC42EP3",3.9157858686739e-15,0.564459216056164,0.973,0.801,8.5677394806585e-11
"POLQ",4.08501091974703e-15,-3.06048498913825,0.056,0.191,8.9380038924065e-11
"SRA1",4.0960495321397e-15,0.713771396822139,0.777,0.449,8.96215637632166e-11
"NDRG3",4.21220455929645e-15,0.904179374192979,0.564,0.237,9.21630357574063e-11
"NDUFA8",4.33788580378363e-15,0.55474542436037,0.943,0.716,9.49129413867858e-11
"SQSTM1",4.37607431898723e-15,-1.11554841988263,0.854,0.818,9.57485060994406e-11
"DENND2B",4.65665593466793e-15,0.791146253373875,0.674,0.356,1.01887631850534e-10
"BRCA2",4.78369277843481e-15,-2.06519264124336,0.215,0.403,1.04667197992154e-10
"ABHD8",4.83067412733861e-15,0.95457253716054,0.554,0.237,1.05695149906169e-10
"TSPAN17",5.24047027812016e-15,0.771494217714617,0.701,0.369,1.14661489685269e-10
"KIF20B",5.47565264465241e-15,-2.05327896010671,0.309,0.475,1.19807279864995e-10
