"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DLGAP4",5.45169697824113e-11,0.48015843043607,0.655,0.347,1.19283129883916e-06
"IBTK",5.55702937573141e-11,0.522140419295049,0.559,0.263,1.21587802741003e-06
"GNG5",5.57785857823182e-11,0.376528712761717,0.964,0.801,1.22043545691712e-06
"SH3BGRL",5.66736236448926e-11,0.491468171304145,0.689,0.386,1.24001888535025e-06
"TEX9",5.76841751078178e-11,2.23779393195607,0.205,0.025,1.26212975135905e-06
"GJA4",5.93905672681593e-11,-6.42834012226683,0,0.025,1.29946561182733e-06
"CCL14",5.93905672681593e-11,-5.78097269293032,0,0.025,1.29946561182733e-06
"DNMT1",5.95593833250906e-11,-0.921811732948582,0.705,0.699,1.30315930715298e-06
"VAT1",6.24186640368562e-11,-1.03079129096725,0.761,0.729,1.36572036912641e-06
"NUCB2",6.33649991133355e-11,0.623297253886266,0.725,0.466,1.38642618059978e-06
"FAM181B",6.38490256780301e-11,-3.78970142236552,0.005,0.051,1.3970166818353e-06
"ALAS1",6.46216484943296e-11,0.543409489771928,0.623,0.335,1.41392166905593e-06
"KLC1",6.60676967529924e-11,0.534541228087338,0.749,0.458,1.44556120495547e-06
"EMC4",6.72980800315696e-11,0.550102530628118,0.839,0.547,1.47248199109074e-06
"GALNT18",6.77322348314632e-11,-4.62076197176293,0.001,0.034,1.48198129811241e-06
"TRMT10C",6.83682685670763e-11,0.471003330815583,0.629,0.331,1.49589771624763e-06
"USP1",8.12109828491936e-11,-0.990982835420409,0.66,0.691,1.77689630474036e-06
"PRADC1",8.34996208811416e-11,0.43980126305563,0.611,0.318,1.82697170487938e-06
"PGF",8.37199713208992e-11,-3.73852702200965,0.011,0.072,1.83179297250128e-06
"SUOX",8.46325158748474e-11,0.98215193844701,0.353,0.123,1.85175944734166e-06
"FBL",8.63712406123964e-11,-0.592579754092163,0.894,0.881,1.88980274459923e-06
"CHST7",8.70631450457907e-11,-5.49932724830421,0.001,0.03,1.9049416136019e-06
"TNFSF10",8.77152636715582e-11,-5.26063795891212,0.001,0.03,1.91920996913369e-06
"ITSN1",8.82272943704522e-11,0.594740804985927,0.7,0.424,1.93041320082549e-06
"ALDH4A1",9.00910907285127e-11,0.62561252902638,0.456,0.195,1.97119306513986e-06
"CPLANE2",9.03880326632853e-11,0.835674465261695,0.485,0.216,1.97769015467268e-06
"ERGIC1",9.27519269280113e-11,-1.19449444166702,0.551,0.61,2.02941216118489e-06
"PRSS23",9.35872459676782e-11,-1.46294324519578,0.275,0.428,2.0476889417728e-06
"SLC38A10",9.50592298782381e-11,0.579860042791915,0.501,0.212,2.07989594973585e-06
"SLCO4A1",9.91477719852831e-11,-2.37774968377659,0.048,0.153,2.16935325103799e-06
"SHCBP1",9.91544243335669e-11,-2.85625092222976,0.037,0.131,2.16949880441844e-06
"PLCD1",1.00740558130335e-10,0.889245448327961,0.707,0.419,2.20420341189173e-06
"RNF10",1.02430289660671e-10,0.360500990917102,0.971,0.89,2.24117473777548e-06
"HNRNPF",1.04466430233632e-10,-0.383477985067958,0.974,0.928,2.28572549351187e-06
"NBEA",1.05133747629512e-10,1.04037708334591,0.366,0.136,2.30032639813371e-06
"ADAM19",1.0780439574331e-10,1.84392383504063,0.203,0.025,2.35876017886363e-06
"CDK1",1.08784640571496e-10,-2.65629617604619,0.059,0.169,2.38020793570433e-06
"ACAT2",1.09952065285756e-10,-0.484835716131439,0.824,0.847,2.40575118845235e-06
"DHRS4",1.12888514281118e-10,0.392131928372683,0.863,0.61,2.47000069247087e-06
"ABCG1",1.15410358143013e-10,4.37654216548718,0.153,0,2.52517863616913e-06
"CCDC42",1.16649785498694e-10,1.0006023343264,0.319,0.102,2.55229730671142e-06
"CTNNB1",1.1899400844669e-10,-0.715017461743265,0.935,0.864,2.60358890481358e-06
"HPGD",1.30256690056264e-10,-2.44006191695563,0.114,0.246,2.85001637843106e-06
"ARHGAP22",1.32965032050989e-10,-2.2358446001123,0.092,0.22,2.90927490127564e-06
"NNT",1.33627538733764e-10,0.939683184341514,0.396,0.157,2.92377054749476e-06
"LMNB1",1.33984651678786e-10,-1.28184741772904,0.397,0.521,2.93158417873183e-06
"KLF15",1.35096462854587e-10,-2.5442507461017,0.057,0.165,2.95591060725836e-06
"XIRP1",1.35378649707357e-10,2.64405951467164,0.211,0.034,2.96208485559698e-06
"DMAC2L",1.37171163374101e-10,1.05155613931915,0.365,0.136,3.00130505462533e-06
"ENSBTAG00000051080",1.37944158210209e-10,0.512643922365988,0.34,0.11,3.01821818163938e-06
"ARHGEF2",1.38920894150415e-10,0.553478608244144,0.819,0.542,3.03958916401109e-06
"TASP1",1.47191463986428e-10,0.626831234892332,0.485,0.208,3.22054923202304e-06
"SIRPA",1.50073102654868e-10,0.515763130803138,0.545,0.258,3.28359948608851e-06
"FEZ2",1.51150599659591e-10,0.622783357618567,0.617,0.326,3.30717512055185e-06
"NDC80",1.51941849176169e-10,-2.60767320559077,0.083,0.203,3.32448765997458e-06
"UBE2L6",1.609882554769e-10,-1.91858172432379,0.192,0.335,3.52242302983456e-06
"NBAS",1.61507260832594e-10,0.435973859728518,0.538,0.246,3.53377886701716e-06
"OXT",1.62118587644453e-10,1.90875769052177,0.181,0.017,3.54715469766063e-06
"ATXN3",1.62500995994723e-10,2.3412677173171,0.19,0.021,3.55552179236453e-06
"STK17A",1.62922357296238e-10,0.670138736861377,0.664,0.407,3.56474117764169e-06
"TMEM35B",1.63382315614245e-10,0.59213323877009,0.615,0.318,3.57480506563968e-06
"TMEM205",1.63571597168489e-10,0.915013522418137,0.327,0.102,3.57894654604653e-06
"ESCO2",1.64166306745693e-10,-2.63236302335877,0.095,0.22,3.59195879159577e-06
"NEO1",1.66304009261988e-10,0.877050373421031,0.33,0.11,3.6387317226523e-06
"CTHRC1",1.71709743791646e-10,1.05398703814738,0.359,0.131,3.75700919416122e-06
"TRIO",1.73885242320111e-10,0.487954823403548,0.606,0.322,3.80460910196402e-06
"ENOX1",1.77110262252725e-10,1.27442293204546,0.228,0.042,3.87517253808962e-06
"G6PD",1.81339182542932e-10,0.520799180420336,0.622,0.331,3.96770131403934e-06
"PELO",1.8621870144309e-10,0.649976600695856,0.537,0.263,4.0744651875748e-06
"PLXNB2",1.88992931967371e-10,0.449326672637861,0.682,0.373,4.13516535144607e-06
"FABP7",1.89857973050744e-10,-2.56310051191533,0.058,0.165,4.15409245035028e-06
"GABARAP",1.90736456216985e-10,0.306186923192263,0.985,0.894,4.17331366202762e-06
"SPTAN1",1.92745587956472e-10,0.475976439919619,0.842,0.564,4.2172734644876e-06
"MTERF4",1.97514331937965e-10,0.677570329206803,0.408,0.157,4.32161358280267e-06
"H2AC20",2.00684733569352e-10,-2.0730269750096,0.242,0.377,4.39098197049743e-06
"C29H11orf68",2.05929097406623e-10,0.578527293717074,0.569,0.275,4.50572865125691e-06
"ISG12(B)",2.06628830265638e-10,0.390277983359296,0.515,0.229,4.52103880621216e-06
"M-SAA3.2",2.08553032626746e-10,0.0586636630155937,0.271,0.068,4.5631403538732e-06
"AKR1A1",2.09242987878535e-10,0.452017872818268,0.733,0.432,4.57823657478235e-06
"HMGCR",2.13389482536179e-10,-0.774522301411961,0.666,0.72,4.66896187789159e-06
"CMPK1",2.17914441703534e-10,0.463493377746762,0.775,0.487,4.76796798447332e-06
"ENSBTAG00000038330",2.18529407149858e-10,-0.462112747117761,0.937,0.907,4.78142342843888e-06
"DCN",2.20486605584326e-10,0.529820131791797,0.988,0.958,4.82424693018506e-06
"LMBRD1",2.36059151543068e-10,0.699691928350662,0.503,0.225,5.16497423576233e-06
"ENSBTAG00000009359",2.38489666131838e-10,-2.25280860004222,0.083,0.203,5.21815389496461e-06
"PLSCR4",2.53371379064263e-10,-0.874662365507401,0.698,0.703,5.54376577392608e-06
"CYHR1",2.69512682625303e-10,0.55423237853817,0.544,0.271,5.89693749584163e-06
"NEK2",2.70192333251509e-10,-3.26188209811117,0.037,0.127,5.91180825154303e-06
"GPR84",2.7246599298778e-10,-3.95682712902077,0.007,0.055,5.96155592657263e-06
"FBP2",2.74772705824109e-10,-4.51412779252518,0.007,0.055,6.01202680343152e-06
"SEMA3C",2.74874469004327e-10,0.657515500551714,0.405,0.157,6.01425338181467e-06
"NUDT14",2.80506146826375e-10,0.430271688690124,0.604,0.301,6.13747449256108e-06
"TAX1BP3",2.87325602916842e-10,0.383092865739922,0.908,0.708,6.28668419182051e-06
"STEAP1",2.96657018553391e-10,0.893092553250573,0.385,0.157,6.49085556594819e-06
"TCF4",3.00978936177764e-10,0.482232779785062,0.783,0.483,6.58541912356947e-06
"BLOC1S2",3.04252623835361e-10,0.417366918346629,0.811,0.542,6.65704740951771e-06
"ENSBTAG00000050189",3.05995610835032e-10,1.33268295804121,0.264,0.068,6.6951839650705e-06
"YBX1",3.07825239998007e-10,-0.254854967316803,0.993,0.992,6.73521625115638e-06
"PSME1",3.15186015370363e-10,-0.488414495686171,0.941,0.869,6.89627001630354e-06
"YJEFN3",3.16269607635544e-10,0.603797556636154,0.49,0.225,6.91997901506571e-06
"SCARF2",3.18155637042609e-10,0.629963330247572,0.512,0.25,6.96124533849228e-06
"ATP6V1D",3.27538185977655e-10,0.456516122231346,0.804,0.551,7.16653550919108e-06
"ASF1B",3.2938127051566e-10,-3.01735570769138,0.067,0.178,7.20686219888265e-06
"SEC13",3.29893929057727e-10,0.439828569064752,0.875,0.648,7.21807916778307e-06
"APLP2",3.33365624593173e-10,0.438066140115238,0.909,0.695,7.29403986609862e-06
"WNT7B",3.50480092121838e-10,-4.05810517453439,0.017,0.085,7.66850441562582e-06
"H2AJ",3.50753301655819e-10,0.366036919446949,0.973,0.814,7.67448224022932e-06
"NUP210",3.51380428103256e-10,-4.2629929975972,0.002,0.038,7.68820376689924e-06
"ARHGEF5",3.52455869196465e-10,2.82294169210149,0.177,0.017,7.71173441801865e-06
"UROS",3.53386816532026e-10,0.796937701350968,0.497,0.246,7.73210354572072e-06
"TET2",3.54239478433431e-10,0.740195786174604,0.369,0.14,7.75075978812347e-06
"ENC1",3.54340036102e-10,1.00624104361072,0.345,0.123,7.75295998991177e-06
"PSMD8",3.55635908352449e-10,0.319361223126767,0.981,0.936,7.78131367475159e-06
"EEF1D",3.62105760326182e-10,-0.307689682441958,0.991,0.992,7.92287403593686e-06
"CENPA",3.75461657923892e-10,-1.79242492044946,0.234,0.373,8.21510107537475e-06
"ESYT1",3.78205871327021e-10,0.516423971131337,0.648,0.36,8.27514446463523e-06
"TBCE",3.93184428610609e-10,0.414997339547176,0.646,0.343,8.60287529800013e-06
"NKAIN1",3.98359108166847e-10,-1.61767335620736,0.264,0.394,8.71609728669062e-06
"HACE1",4.01828058325624e-10,0.69188613544106,0.306,0.093,8.79199791616465e-06
"SERTAD3",4.02568091823495e-10,0.5646871640712,0.626,0.326,8.80818984909808e-06
"EXO5",4.15367599166852e-10,1.03295945925966,0.319,0.106,9.08824306977073e-06
"SULF2",4.34790928286116e-10,1.24226241080804,0.202,0.03,9.51322551090023e-06
"SSBP4",4.43348759915768e-10,0.537807588006767,0.781,0.492,9.70047086695701e-06
"TP53I13",4.58540830253693e-10,0.548329333473803,0.541,0.267,1.00328733659508e-05
"PTGES3",4.70744916943446e-10,-0.393045363550802,0.975,0.936,1.02998987827226e-05
"SERTAD1",4.80080428810843e-10,0.498131287070772,0.722,0.428,1.05041597823812e-05
"PDCD6",4.80700745871451e-10,0.380062817370786,0.891,0.64,1.05177323196674e-05
"DMPK",4.86951858379139e-10,2.52443165635873,0.176,0.017,1.06545066613356e-05
"VASP",5.12533549060653e-10,0.401095115080848,0.888,0.657,1.12142340534471e-05
"PWWP3B",5.18751501031859e-10,2.37247057075084,0.191,0.025,1.13502828425771e-05
"PDCD2",5.19944523419964e-10,0.799560100402386,0.406,0.165,1.13763861724288e-05
"VDAC3",5.25710594232151e-10,0.438557275832674,0.83,0.559,1.15025478017995e-05
"ZNF148",5.52744819824465e-10,0.593243286785398,0.56,0.275,1.20940566577593e-05
"PLXNA2",5.53897606641617e-10,0.778394728780578,0.369,0.14,1.21192796333186e-05
"CETN4",5.55232072929574e-10,0.561004295901008,0.719,0.424,1.21484777556991e-05
"CENPN",5.78046972598199e-10,-2.24346722812864,0.129,0.258,1.26476677604486e-05
"ATOH8",5.79924707230863e-10,2.08996827839109,0.205,0.034,1.26887525942113e-05
"TMEM135",5.98030786688939e-10,0.696057373804039,0.333,0.114,1.3084913612754e-05
"MAOA",6.06506569751497e-10,-0.87700626777954,0.453,0.593,1.32703637461628e-05
"VAMP8",6.23004344481502e-10,0.470748947562478,0.872,0.589,1.36313350572553e-05
"JAK1",6.24820568435341e-10,-0.641045055181111,0.883,0.826,1.36710740373653e-05
"COQ3",6.29887804604218e-10,0.461598651055792,0.543,0.263,1.37819451647403e-05
"COX1",6.32142727306629e-10,-0.471811045541154,0.999,1,1.3831282873469e-05
"PTK7",6.52182616760607e-10,0.668188896342263,0.458,0.203,1.42697556547221e-05
"RAB2B",6.5605125306485e-10,0.798559237483163,0.317,0.102,1.43544014170589e-05
"NFRKB",6.58278527066216e-10,1.45150068786348,0.254,0.064,1.44031341722088e-05
"ADAM12",6.62043594632082e-10,0.323902114732935,0.374,0.14,1.448551385055e-05
"PAM",6.81879626651275e-10,0.424176479287196,0.697,0.415,1.49195262311299e-05
"NTAN1",6.88600473619847e-10,0.376753212885903,0.97,0.797,1.50665783628023e-05
"BRK1",6.98264248681171e-10,0.40688540015904,0.936,0.708,1.5278021761144e-05
"DPCD",7.12518734946908e-10,0.464729508934118,0.685,0.39,1.55899099206383e-05
"SLC25A6",7.15274399118952e-10,0.183853362902667,1,1,1.56502038527227e-05
"ITM2C",7.1660499218514e-10,0.49969963880861,0.696,0.39,1.56793172290109e-05
"MAP1LC3B",7.19251694505952e-10,0.330232884799274,0.961,0.818,1.57372270757902e-05
"ADD3",7.34125089800143e-10,-1.08072719144336,0.519,0.585,1.60626569648271e-05
"TGM2",7.60968273071757e-10,-4.69564055811627,0.004,0.042,1.664998581481e-05
"IFI30",8.10594734464522e-10,0.527924548834044,0.717,0.453,1.77358127900837e-05
"CD109",8.26995717763956e-10,0.448693329702816,0.543,0.271,1.80946663046754e-05
"GTPBP8",8.28848384115558e-10,0.975969173210977,0.261,0.068,1.81352026444484e-05
"NUP50",8.50729994659002e-10,0.534800571645537,0.642,0.369,1.8613972283139e-05
"SLC1A5",8.7282798021357e-10,-1.52041997502231,0.373,0.487,1.90974762070729e-05
"TOX2",9.0327611757949e-10,-5.57093818055148,0.002,0.034,1.97636814526392e-05
"MYL6B",9.34822751995766e-10,1.58912245271918,0.244,0.059,2.04539218136674e-05
"ENSBTAG00000017946",9.44992978215408e-10,-3.87341685490206,0.011,0.068,2.06764463633531e-05
"HNRNPAB",9.54974415249856e-10,-0.543414818973622,0.92,0.894,2.08948402056668e-05
"VAMP2",9.61164024078832e-10,0.460214586932969,0.428,0.182,2.10302688468448e-05
"NCAPH",9.92883238907201e-10,-3.05724328778977,0.043,0.136,2.17242852672896e-05
"SH3YL1",9.94071838378131e-10,0.939043904454005,0.338,0.119,2.17502918237135e-05
"TANC2",9.95187929883336e-10,2.44846369586289,0.172,0.017,2.17747119058474e-05
"MARCKS",1.00203041073769e-09,-0.654941679759537,0.864,0.809,2.19244253869407e-05
"CDCP1",1.00783507921606e-09,1.57439116798928,0.207,0.038,2.20514315332474e-05
"CCDC107",1.0090751907826e-09,0.857544574635731,0.441,0.199,2.20785651743232e-05
"PEX2",1.01260307248319e-09,0.926556756936567,0.399,0.165,2.21557552259322e-05
"ANKIB1",1.02460488760183e-09,0.688924165588493,0.543,0.28,2.2418354940728e-05
"GAS6",1.05155716473471e-09,1.10718059545917,0.286,0.089,2.30080707643955e-05
"EIF1",1.05482061018274e-09,-0.248816475558547,0.999,0.996,2.30794749507983e-05
"C8orf89",1.05980371542864e-09,1.00098458724556,0.284,0.085,2.31885052935786e-05
"RPA1",1.13788783053442e-09,0.890098093481252,0.368,0.144,2.48969857320932e-05
"MYO1B",1.14264911709639e-09,0.474997392928416,0.945,0.754,2.5001162682069e-05
"ERC1",1.1621434817233e-09,1.15467774327466,0.27,0.076,2.54276993801058e-05
"MYADM",1.16214992664359e-09,0.533950348541522,0.839,0.597,2.54278403949618e-05
"ARMH4",1.1643860207989e-09,0.776996667871364,0.271,0.076,2.54767661350799e-05
"B3GALNT2",1.2132340288433e-09,0.672033195262975,0.466,0.216,2.65455605510913e-05
"TUFT1",1.22401275928064e-09,0.749965827385878,0.277,0.081,2.67813991730603e-05
"NUAK1",1.25863204460186e-09,1.29869977935504,0.208,0.038,2.75388691358887e-05
"COPS7A",1.26068126162752e-09,0.617488802823847,0.485,0.225,2.75837060044101e-05
"P3H1",1.27540325067572e-09,0.504254557796033,0.646,0.347,2.79058231247848e-05
"ASNSD1",1.28537341280613e-09,0.46669334750696,0.676,0.381,2.81239702721981e-05
"LAMB1",1.29278674498214e-09,-1.03208061290834,0.653,0.669,2.82861739802093e-05
"LAD1",1.32538824299407e-09,4.10693815502548,0.146,0.004,2.89994947567102e-05
"SLC25A17",1.35252314333145e-09,1.01080574965926,0.309,0.102,2.95932063760922e-05
"SEC23A",1.38995860142706e-09,0.613048713445872,0.409,0.161,3.04122941992241e-05
"BTC",1.41523565104702e-09,-2.52510080770788,0.02,0.089,3.09653560449088e-05
"EREG",1.42019885619746e-09,-1.557025753917,0.415,0.517,3.10739509736005e-05
"MISP3",1.42059957394868e-09,0.510146876119454,0.541,0.28,3.1082718677997e-05
"MXD3",1.48797235474669e-09,-2.76565270479957,0.057,0.157,3.25568351218575e-05
"MRPL4",1.5649064725562e-09,0.589750048594916,0.535,0.267,3.42401536195296e-05
"POLE3",1.57993320345122e-09,-1.19150964217525,0.531,0.581,3.45689384915127e-05
"TMEM98",1.58597410393809e-09,0.446537009352411,0.634,0.343,3.47011133941654e-05
"CADM1",1.58619815808194e-09,-2.15112824551708,0.087,0.203,3.47060156988329e-05
"HSD17B10",1.60367230867965e-09,0.515048885560727,0.623,0.347,3.50883501139106e-05
"MLLT3",1.60838533796606e-09,1.0189949581012,0.274,0.081,3.51914711946974e-05
"MYOG",1.63555451168049e-09,3.66531854673023,0.18,0.025,3.57859327155692e-05
"RPS15",1.65243498660018e-09,-0.162947786934578,0.999,1,3.61552775068118e-05
"TMF1",1.70362732158553e-09,0.437657151825132,0.612,0.326,3.72753657962914e-05
"GLIPR2",1.70479803838346e-09,0.375700567294316,0.96,0.843,3.730098107983e-05
"CRYL1",1.71156114789945e-09,0.588607885882929,0.681,0.398,3.744895791604e-05
"PHLDB1",1.72175552598685e-09,0.562127810635371,0.638,0.356,3.76720109085923e-05
"ENY2",1.79082273060507e-09,-0.416197490008618,0.942,0.907,3.91832013456388e-05
"OLFML1",1.80058936375754e-09,-3.06720940713865,0.018,0.085,3.9396895279015e-05
"PSMC4",1.8183770731182e-09,0.459731637878559,0.861,0.597,3.97860903598262e-05
"PLPP2",1.88637775150666e-09,0.77794407820001,0.482,0.242,4.12739452029658e-05
"YWHAB",1.91326625722422e-09,0.204345981040662,0.999,0.987,4.1862265708066e-05
"NDUFC2",1.92683261146637e-09,0.325736558468741,0.97,0.869,4.21590975388841e-05
"WWC2",1.9469567071325e-09,0.755584628911199,0.681,0.47,4.25994127520592e-05
"BCL2L12",1.98862490630247e-09,0.47217774350546,0.46,0.203,4.3511112949898e-05
"PCDH1",2.01036690077944e-09,-5.64491978095651,0.001,0.03,4.39868277890541e-05
"SMIM26",2.04056018417371e-09,0.628289336308025,0.594,0.318,4.46474568297208e-05
"BSG",2.04408813162765e-09,0.311169836391329,0.982,0.911,4.47246483200129e-05
"ZFAND6",2.04522852725622e-09,0.472503109076101,0.765,0.449,4.4749600176366e-05
"CALCR",2.1180871668992e-09,-4.48835046205333,0.001,0.03,4.63437472117545e-05
"IMPDH2",2.12179434478829e-09,-0.646364542058146,0.77,0.775,4.64248602639678e-05
"CHN1",2.1448053014106e-09,0.638940716667514,0.484,0.237,4.69283399948638e-05
"GLB1",2.19174086686523e-09,0.388928787503348,0.641,0.352,4.79552901670113e-05
"MRPS6",2.21472428297069e-09,-0.743567858953385,0.708,0.725,4.84581673113987e-05
"PIK3R3",2.23429295224223e-09,1.04887249381691,0.303,0.102,4.888632979506e-05
"ROGDI",2.23481148026739e-09,0.964380981383232,0.269,0.081,4.88976751882505e-05
"ETFA",2.26922928901533e-09,0.476044727688422,0.784,0.487,4.96507368436555e-05
"TM4SF18",2.32498036366069e-09,-5.63855828276322,0,0.021,5.08705703568958e-05
"KIT",2.32498036366069e-09,-5.88697188840439,0,0.021,5.08705703568958e-05
"PRND",2.32498036366069e-09,-5.55107055550735,0,0.021,5.08705703568958e-05
"KLK10",2.32498036366069e-09,-5.5635621862754,0,0.021,5.08705703568958e-05
"ROBO4",2.32498036366069e-09,-5.09063251392602,0,0.021,5.08705703568958e-05
"ALKBH6",2.341412535968e-09,0.992419094527551,0.278,0.085,5.12301062869798e-05
"AFAP1",2.37000950539164e-09,0.377464149659731,0.618,0.331,5.1855807977969e-05
"RMDN1",2.40977230699686e-09,0.30775165146642,0.676,0.369,5.27258180770912e-05
"DTYMK",2.43135217501212e-09,-0.883130303029411,0.598,0.661,5.31979855892651e-05
"PAWR",2.45495386689416e-09,0.381226201563477,0.533,0.258,5.37143906076443e-05
"ORC1",2.46777188771771e-09,-2.96166577195796,0.048,0.14,5.39948489032635e-05
"ARHGAP21",2.49495605474759e-09,0.634436711428305,0.497,0.246,5.45896384778772e-05
"DES",2.56400170611702e-09,0.93594021257874,0.645,0.449,5.61003573298404e-05
"GABARAPL1",2.56563539976214e-09,-0.963504104697387,0.813,0.784,5.61361025467957e-05
"YKT6",2.67868808706868e-09,1.07310974478998,0.294,0.097,5.86096953450628e-05
"CLCN5",2.71276491864269e-09,1.1794005417828,0.197,0.034,5.9355296419902e-05
"PHF23",2.73169287729689e-09,0.522805892619628,0.569,0.292,5.97694401552559e-05
"GCSH",2.76533243301975e-09,0.539795005229613,0.491,0.233,6.05054736344722e-05
"RARA",2.78072216794459e-09,0.301691953047775,0.449,0.195,6.08422010346277e-05
"RTKN",2.78829314087673e-09,1.2342073770015,0.29,0.097,6.10078539223829e-05
"GLUD1",2.86442954063921e-09,-0.703141756309634,0.742,0.729,6.26737183491859e-05
"COMT",2.87747812858266e-09,0.50811156573972,0.531,0.271,6.29592214533886e-05
"SKAP2",2.93417689108963e-09,0.360010347852129,0.515,0.237,6.4199790377041e-05
"TRPT1",2.96096756645395e-09,0.524686402352992,0.422,0.186,6.47859703540125e-05
"TLE5",2.9710422799425e-09,0.415730009431171,0.754,0.479,6.50064050851419e-05
"ATXN7L3B",3.07136132052182e-09,0.423380534646018,0.925,0.703,6.72013856930175e-05
"MTA3",3.08097927012318e-09,0.545531536721006,0.437,0.191,6.74118264302952e-05
"ZMAT3",3.0959465262592e-09,1.72645007263497,0.18,0.025,6.77393099945513e-05
"MATN2",3.13482881962633e-09,-3.67265083782045,0.008,0.055,6.8590054573424e-05
"TBC1D24",3.14610464281169e-09,0.966922286671567,0.349,0.136,6.88367695847198e-05
"SOX17",3.15959909929325e-09,-5.76017200464785,0.001,0.025,6.91320282925363e-05
"DDX42",3.20611458170447e-09,0.487958578115661,0.608,0.322,7.01497870476938e-05
"GPATCH2",3.24982593074849e-09,0.427684436515591,0.394,0.161,7.11061913647769e-05
"SMARCE1",3.27374073304952e-09,0.406069338631202,0.946,0.771,7.16294472391235e-05
"C5AR2",3.281169841487e-09,-1.34411786943373,0.252,0.403,7.17919961317357e-05
"TMEM86A",3.32361345645968e-09,0.452907386328316,0.454,0.199,7.27206624273377e-05
"ENSBTAG00000009769",3.33188249563034e-09,-2.58662635868437,0.024,0.097,7.29015890043919e-05
"FBXL15",3.36835941407751e-09,0.509354087895704,0.4,0.169,7.36997039800159e-05
"HMOX1",3.37564636142379e-09,-1.48957901099689,0.365,0.483,7.38591423879525e-05
"ADGRE5",3.38014848225269e-09,-1.79056766054365,0.168,0.297,7.39576487916889e-05
"ECM2",3.39904230874459e-09,3.35052563800909,0.148,0.008,7.43710457153315e-05
"TMEM50A",3.41711531781363e-09,0.37591858983311,0.951,0.805,7.47664831537622e-05
"SH3BGRL3",3.43127393731937e-09,0.288050889478983,0.992,0.932,7.50762737485478e-05
"LHFPL2",3.4492175452035e-09,-1.58733113907943,0.219,0.352,7.54688798890525e-05
"SRP14",3.47089694993778e-09,0.375229489822107,0.929,0.758,7.59432252646387e-05
"CIAPIN1",3.47648626893062e-09,0.38780969016386,0.789,0.492,7.6065519564202e-05
"EHD4",3.48138222450288e-09,0.516954753710673,0.613,0.343,7.61726430721231e-05
"KCNB2",3.49777487079792e-09,1.23907850834389,0.195,0.034,7.65313141730585e-05
"ZNF580",3.53197309498061e-09,0.513731936782768,0.405,0.174,7.72795713181758e-05
"FOSL2",3.55736879746442e-09,0.812052067395125,0.338,0.127,7.78352292885216e-05
"ANXA4",3.60965733792428e-09,0.466173828264433,0.905,0.661,7.89793025537832e-05
"ISCU",3.6734701758177e-09,0.383186728722631,0.948,0.737,8.03755274468912e-05
"CCDC69",3.68722955128901e-09,-3.17325588646579,0.017,0.081,8.06765825822036e-05
"GOSR1",3.75727959153646e-09,0.360164150039052,0.55,0.28,8.22092774628177e-05
"SLC35D2",3.78327542731355e-09,1.17654076118281,0.255,0.072,8.27780663496206e-05
"AP1S3",3.80484979678605e-09,1.21865596377765,0.221,0.051,8.32501135536787e-05
"IAH1",3.82191429055768e-09,0.510749664649863,0.451,0.208,8.3623484677402e-05
"ZFPM1",3.82231631657749e-09,0.966864599033224,0.244,0.064,8.36322810067155e-05
"SASH1",3.95178682653128e-09,-1.99435966505688,0.159,0.288,8.64650957645044e-05
"CPEB1",3.98361986577783e-09,-4.63722791708791,0.004,0.042,8.7161602663219e-05
"RASA1",3.9892849616101e-09,0.491540022697497,0.833,0.61,8.72855549600289e-05
"CYP1A1",4.02104354687125e-09,-4.7463605217015,0.004,0.042,8.79804328055431e-05
"NHEJ1",4.20023753791589e-09,0.730584106003263,0.383,0.153,9.19011973295997e-05
"ENSBTAG00000054222",4.35500855887515e-09,-4.24232703522132,0.005,0.047,9.52875872681882e-05
"COMMD4",4.37013716965599e-09,0.367154078243827,0.86,0.606,9.56186012720731e-05
"NET1",4.44537538227008e-09,-1.031753831723,0.61,0.636,9.72648133640693e-05
"GTF2I",4.59343774580882e-09,0.415322131811637,0.668,0.386,0.000100504417878297
"DPH7",4.6295202349716e-09,0.361546121876772,0.651,0.373,0.000101293902741179
"TMEM167A",4.65453449527811e-09,0.394064711967358,0.882,0.661,0.000101841214756685
"ATP5PD",4.66312574500217e-09,0.235678226011982,0.993,0.958,0.000102029191300647
"GGACT",4.66944057572764e-09,0.662314175385845,0.293,0.093,0.000102167359796921
"SLC29A1",4.67883847337473e-09,-0.390119635498903,0.974,0.949,0.000102372985797439
"XPC",4.7350876128187e-09,0.490102894169031,0.681,0.39,0.000103603716968473
"TBC1D4",4.76985480612419e-09,0.401319619101521,0.852,0.572,0.000104364423157997
"ILK",4.82691974608832e-09,0.380286773487473,0.891,0.669,0.000105613004044412
"MARK4",4.82825221877702e-09,1.63477738012358,0.231,0.059,0.000105642158546841
"MYBL2",4.9389523268355e-09,-1.44342781017619,0.29,0.411,0.000108064276911161
"RAB20",4.97322805955974e-09,-2.25502403860938,0.075,0.182,0.000108814229943167
"PFDN5",5.03393250241314e-09,0.257172938417754,0.986,0.924,0.000110142443152799
"USP12",5.04787335932052e-09,0.425349803348859,0.726,0.445,0.000110447469101933
"NUDT16L1",5.15107235761256e-09,0.597078042250258,0.579,0.314,0.000112705463184563
