"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FILIP1",6.88621834619038e-11,-1.45308217197235,0.047,0.105,1.50670457414646e-06
"GPCPD1",7.00024707293715e-11,0.79420310567609,0.321,0.236,1.53165405955865e-06
"EXOC6",7.14560709657689e-11,0.795241795199789,0.279,0.193,1.56345883273102e-06
"CUEDC2",7.2129087185857e-11,-0.240878828715064,0.852,0.897,1.57818442762655e-06
"NDN",7.26646049943212e-11,-1.10607763913219,0.039,0.095,1.58990155727575e-06
"MACF1",7.39684039834722e-11,0.261979872858074,0.961,0.943,1.61842867915837e-06
"RNPS1",7.4482949715419e-11,-0.20245968487501,0.869,0.896,1.62968693977337e-06
"GINS4",7.48922753340978e-11,-1.38795076458155,0.033,0.084,1.63864298431006e-06
"TCEA3",7.54327936458232e-11,-0.410247156090091,0.157,0.255,1.65046952497061e-06
"RPL10",7.65726736819205e-11,-0.0650311663164551,1,1,1.67541010016042e-06
"GPM6B",7.96770645665589e-11,-0.87106860561851,0.107,0.186,1.74333417271631e-06
"OLA1",8.0122365209077e-11,-0.198209209083682,0.857,0.899,1.75307735077461e-06
"ENSBTAG00000053620",8.03953586350441e-11,1.66809416820643,0.083,0.032,1.75905044693476e-06
"MFGE8",8.08272901157e-11,0.338031062133654,0.862,0.838,1.76850110773151e-06
"ZNF462",8.11369206705193e-11,0.61157528406639,0.419,0.336,1.77527582427096e-06
"MPP1",8.43132680166028e-11,-0.351627547704479,0.534,0.645,1.84477430420327e-06
"RADIL",8.44672928826553e-11,-1.71621249938052,0.009,0.045,1.8481443682725e-06
"MID1",8.47039715414527e-11,0.51869841836659,0.489,0.398,1.85332289732699e-06
"E2F1",9.02206111477223e-11,-1.35002864797818,0.027,0.075,1.97402697191216e-06
"PIGL",9.02787846772941e-11,-0.416038966307788,0.353,0.467,1.9752998087392e-06
"ERH",9.12849487675135e-11,-0.133442804648874,0.985,0.981,1.9973146790332e-06
"MICU3",9.38411467612426e-11,-0.471069179534684,0.362,0.469,2.05324429113599e-06
"SYNPO2",9.67923046113698e-11,1.09311864003983,0.177,0.104,2.11781562489677e-06
"KIF20B",9.80311865506218e-11,-0.69883827928486,0.214,0.309,2.1449223617276e-06
"PSMD6",1.03512300844915e-10,-0.238165206580527,0.778,0.847,2.26484914248673e-06
"SDAD1",1.03997480563497e-10,-0.317407917183126,0.556,0.651,2.27546487472931e-06
"SRP14",1.04585948873733e-10,0.192681103411983,0.93,0.929,2.28834056135728e-06
"TOP2B",1.05485183867954e-10,0.236379900002644,0.914,0.898,2.30801582303083e-06
"REXO2",1.07178590684763e-10,-0.165528562722445,0.984,0.988,2.34506756418262e-06
"MARVELD1",1.07924215379166e-10,0.35259989471043,0.797,0.779,2.36138183249615e-06
"WEE1",1.12142982469146e-10,0.543226269812666,0.48,0.389,2.45368845642491e-06
"KDM6B",1.15343972118791e-10,0.459382900833017,0.543,0.461,2.52372610995915e-06
"EIF4B",1.15892097061835e-10,-0.168208205433739,0.965,0.971,2.53571908371295e-06
"THUMPD3",1.18426059455172e-10,-0.380684559615583,0.474,0.587,2.59116218087915e-06
"HDAC3",1.18815311030092e-10,-0.294944552167692,0.591,0.679,2.59967900533841e-06
"CDO1",1.21788325652464e-10,1.43843383427843,0.112,0.053,2.66472856527592e-06
"MAF1",1.22133576595111e-10,-0.268403233269033,0.766,0.835,2.67228265590102e-06
"SLC29A1",1.25974019654935e-10,-0.190894986109883,0.948,0.974,2.75631155004998e-06
"LSP1",1.29650662149697e-10,-0.357390158695687,0.441,0.566,2.83675648783537e-06
"AHNAK",1.3155110332344e-10,0.167889153038526,0.997,0.999,2.87833814071686e-06
"GOLGA3",1.36252796720243e-10,0.522380641386534,0.51,0.437,2.98121119223891e-06
"PSMC4",1.37461914912747e-10,-0.251696137944707,0.785,0.861,3.00766669829091e-06
"CCN1",1.39108607422439e-10,0.312308201302346,0.875,0.852,3.04369633040296e-06
"FRG1",1.40330472413321e-10,-0.259581572873469,0.665,0.769,3.07043073640345e-06
"TMEM132D",1.40495405062549e-10,2.67279188085876,0.041,0.007,3.07403946276858e-06
"PNKD",1.45013920646246e-10,-0.359185780419818,0.577,0.687,3.17290458373987e-06
"KNTC1",1.46065460553548e-10,-1.44993569137767,0.019,0.062,3.19591227691164e-06
"MRPL39",1.47928952506339e-10,-0.346213161201615,0.507,0.613,3.2366854808387e-06
"ENSBTAG00000014862",1.51492747050248e-10,-0.80862282830509,0.08,0.15,3.31466130545943e-06
"ASNS",1.54003674654131e-10,0.398392819829443,0.815,0.782,3.36960040143238e-06
"FKBP10",1.59389581095785e-10,0.358319265543299,0.702,0.65,3.48744403437578e-06
"SNW1",1.59773569634665e-10,-0.255159024457426,0.768,0.837,3.49584570360648e-06
"SRRT",1.60151304881563e-10,-0.360149089140973,0.571,0.66,3.5041105508086e-06
"NDUFB6",1.62050033264886e-10,-0.274738499988658,0.637,0.725,3.54565472783571e-06
"MIS18A",1.66462044037868e-10,-0.937411679915939,0.056,0.117,3.64218952354856e-06
"ENSBTAG00000048755",1.67529714193885e-10,-0.970624829074859,0.042,0.099,3.6655501465622e-06
"PDGFRL",1.68658188007948e-10,0.445320967579391,0.585,0.505,3.6902411536139e-06
"BDH1",1.77572704983026e-10,-0.698644923546145,0.123,0.204,3.8852907850286e-06
"PPP2CB",1.78220325169394e-10,0.359826686104998,0.678,0.629,3.89946071470634e-06
"RASGRP2",1.81544084303618e-10,-1.78266724357808,0.016,0.057,3.97218456456317e-06
"KPNA2",1.83620155411531e-10,-0.324243480860012,0.638,0.715,4.0176090004043e-06
"ENSBTAG00000047029",1.86097377186944e-10,-0.189197692903591,0.889,0.915,4.07181061285032e-06
"PRKCI",1.88113395528095e-10,0.493988841165967,0.507,0.434,4.11592109415473e-06
"ETFA",1.93369958570256e-10,-0.31764338156932,0.696,0.784,4.2309346935172e-06
"ARF2",1.94607813934749e-10,0.298449943456471,0.822,0.808,4.2580189688923e-06
"ATP5F1C",2.17741155407166e-10,-0.155818249157874,0.958,0.97,4.76417648030878e-06
"STK25",2.18482322579909e-10,-0.378613865337744,0.446,0.552,4.78039321804841e-06
"CNP",2.18722013923313e-10,-0.346786648141347,0.693,0.777,4.78563766464208e-06
"ARHGEF2",2.20572615248685e-10,0.23448485746025,0.848,0.819,4.82612882164124e-06
"RPA2",2.20902810634835e-10,-0.370318668681588,0.432,0.541,4.83335349669018e-06
"CPA5",2.22002259614608e-10,0.511173601845567,0.458,0.368,4.85740944036761e-06
"TCF19",2.24744459651798e-10,-2.08889642909484,0.012,0.049,4.91740877718134e-06
"TAF1D",2.28908503009259e-10,-0.362751588882008,0.49,0.594,5.00851804584259e-06
"DLG2",2.3807999084373e-10,1.25174384306252,0.116,0.056,5.20919019966082e-06
"ENSBTAG00000051504",2.41238019809251e-10,1.69190347403316,0.08,0.031,5.27828787342642e-06
"LAMA5",2.41911952318622e-10,0.72135322516153,0.342,0.258,5.29303351673146e-06
"ATF4",2.4595020380647e-10,-0.185834832330763,0.942,0.969,5.38139045928556e-06
"TNNC1",2.47828778896827e-10,-1.06365527419882,0.197,0.28,5.42249368226257e-06
"SLC16A1",2.48071923875916e-10,-0.516723150661367,0.322,0.418,5.42781369440505e-06
"KLHL21",2.52816205073674e-10,0.868589019202053,0.224,0.146,5.53161856701198e-06
"PMPCA",2.54090650393924e-10,-0.38205263453904,0.507,0.605,5.55950343061905e-06
"ELOVL6",2.5410259474389e-10,-0.387098657212746,0.533,0.625,5.55976477299632e-06
"HOOK3",2.5571092749843e-10,0.292507641841263,0.788,0.754,5.59495509366566e-06
"SYTL2",2.61391419726386e-10,0.290256838743262,0.836,0.784,5.71924426361332e-06
"RFXANK",2.66589816046693e-10,-0.322230046350723,0.522,0.626,5.83298517510165e-06
"ETS2",2.69859291499677e-10,-0.476071110714883,0.121,0.203,5.90452129801293e-06
"ENSBTAG00000011704",2.70708691855117e-10,-0.330042722716621,0.47,0.578,5.92310617778996e-06
"NBAS",2.70852198256281e-10,0.409062911078613,0.606,0.538,5.92624609784742e-06
"LMOD1",2.73472103537898e-10,2.01837099842908,0.07,0.024,5.9835696254092e-06
"SUB1",2.73585825103146e-10,-0.132590404028567,0.99,0.989,5.98605785325684e-06
"THBS3",2.78356883073423e-10,0.778990287050666,0.306,0.22,6.0904486016465e-06
"FDX2",2.86235739577567e-10,-0.297031937293828,0.564,0.666,6.26283798195717e-06
"UQCRH",2.8689278581707e-10,0.12324845911417,0.997,0.996,6.2772141536775e-06
"GREB1",2.90982115772903e-10,1.67361411323959,0.057,0.016,6.36668869311111e-06
"NDUFA6",3.05635359996672e-10,-0.192897108870684,0.846,0.903,6.68730167672717e-06
"CDC42EP3",3.20500527589977e-10,0.172839307929175,0.982,0.973,7.0125515436687e-06
"TRPM6",3.23542631856974e-10,1.72845581538639,0.074,0.027,7.07911278503059e-06
"RBIS",3.26328912100234e-10,-0.393908447618463,0.407,0.519,7.14007659675313e-06
"RHBDL2",3.32087439160013e-10,1.11114938094967,0.181,0.111,7.26607316882108e-06
"BANF1",3.37140738855004e-10,-0.208920663241339,0.864,0.916,7.37663936614749e-06
"PPIL1",3.4404915979696e-10,-0.416587295758294,0.332,0.445,7.52779561635748e-06
"NUDT19",3.58103441364668e-10,-0.646169170378656,0.127,0.209,7.83530329705893e-06
"PSMA6",3.59189785429008e-10,-0.162279973236689,0.916,0.938,7.85907250518668e-06
"NBEA",3.60965272420092e-10,0.540716769826829,0.453,0.366,7.89792016055161e-06
"WNT5B",3.63180782189296e-10,1.13238914884301,0.185,0.114,7.9463955143018e-06
"PFDN5",3.6685916495056e-10,0.120764862666548,0.989,0.986,8.02687852911826e-06
"MRPL21",3.82885942896922e-10,-0.215358195137285,0.806,0.863,8.37754443058465e-06
"SACS",3.84388798877404e-10,0.42344229984078,0.573,0.505,8.4104269194376e-06
"DTX4",4.09374517914707e-10,-0.990056891405288,0.067,0.13,8.9571144519738e-06
"DMAC2",4.27612262115304e-10,-0.491703393656293,0.214,0.309,9.35615629508286e-06
"PEF1",4.32417874588844e-10,-0.546599619935349,0.202,0.298,9.46130309600391e-06
"VASH2",4.33748126967996e-10,0.231010013807096,0.878,0.841,9.49040901805974e-06
"RAPSN",4.44347732740872e-10,0.176610947814005,0.952,0.933,9.72232839237027e-06
"IER3",4.5029735066074e-10,0.431438679776249,0.58,0.521,9.85250603245699e-06
"MAGEF1",4.50665136752346e-10,-0.375384955212074,0.626,0.709,9.86055319214133e-06
"GNA11",4.59051538679733e-10,0.495049693909619,0.509,0.436,1.00440476663126e-05
"OXCT1",4.62155128213033e-10,-0.296588640952917,0.581,0.683,1.01119542053012e-05
"ARL2",4.63871576941305e-10,-0.251041364275859,0.766,0.829,1.01495101034758e-05
"DIAPH3",4.71388948141887e-10,-0.603816171347482,0.274,0.365,1.03139901853445e-05
"EZH2",4.73003257831127e-10,-0.474311271244081,0.354,0.454,1.03493112813451e-05
"RAD18",4.73774582811504e-10,-0.686854712745834,0.142,0.224,1.03661878719157e-05
"TRIP13",4.77446881712697e-10,-1.02242210667369,0.074,0.139,1.04465377718738e-05
"GOLIM4",4.77924656290616e-10,0.414092104732924,0.564,0.492,1.04569914796387e-05
"TM4SF1",4.81440754577556e-10,-0.621913263897584,0.148,0.233,1.05339237101569e-05
"ACOT8",4.82954313423313e-10,-0.350071473875472,0.47,0.585,1.05670403777021e-05
"PCDH7",4.88488777922966e-10,0.3472891234014,0.801,0.763,1.06881344609545e-05
"TMEM131L",4.99977736821729e-10,0.536855342904361,0.456,0.374,1.09395128816594e-05
"DDR1",5.00921165458042e-10,0.444764719650504,0.487,0.403,1.0960155100222e-05
"RBMX",5.21288587845963e-10,-0.45860282026013,0.371,0.473,1.14057943020697e-05
"SEC31A",5.24117307951267e-10,0.254066574555668,0.856,0.833,1.14676866979737e-05
"EPN1",5.24664350329369e-10,-0.186284442926796,0.874,0.895,1.14796559852066e-05
"ENSBTAG00000048386",5.27640938109298e-10,0.384495239389265,0.607,0.553,1.15447837258314e-05
"SCAP",5.29527645974497e-10,0.482765549128155,0.524,0.452,1.1586064893922e-05
"FAM104A",5.33390993873367e-10,0.265447879288586,0.774,0.739,1.16705949459493e-05
"PSMC6",5.40976489033314e-10,-0.252728229447871,0.698,0.788,1.18365655800489e-05
"AFAP1",5.43775540054149e-10,0.395511282873127,0.658,0.618,1.18978088163848e-05
"NHP2",5.44765945119873e-10,-0.317121426479188,0.582,0.673,1.19194788792228e-05
"PARD3",5.65011677363928e-10,0.347872456714781,0.696,0.662,1.23624555007228e-05
"ENSBTAG00000052744",5.65625461641069e-10,-0.367137173681798,0.394,0.504,1.23758851007066e-05
"ZFAND2B",5.70670264371089e-10,-0.514414041274188,0.173,0.264,1.24862653844394e-05
"SARNP",5.75394509416484e-10,-0.187316560480509,0.892,0.923,1.25896318660327e-05
"SV2B",6.05108298142869e-10,-2.07237134561408,0.013,0.049,1.3239769563366e-05
"SDF2L1",6.18427740048686e-10,-0.271330364334948,0.883,0.901,1.35311989522653e-05
"TMEM50A",6.20424619915519e-10,0.169136087482667,0.952,0.951,1.35748906837516e-05
"ERBIN",6.30218144301223e-10,0.309887203402206,0.774,0.725,1.37891729973107e-05
"GTF2F2",6.31829270081456e-10,-0.452729245067322,0.286,0.387,1.38244244293823e-05
"NDUFC2",6.32586723980445e-10,-0.140796642269513,0.964,0.97,1.38409975206921e-05
"LEPROTL1",6.39134317020328e-10,0.249391719406578,0.796,0.771,1.39842588564048e-05
"FAM184A",6.57189419651063e-10,1.36020365418379,0.192,0.125,1.43793045019652e-05
"LGALS3BP",7.05511324693218e-10,0.30208701207622,0.795,0.789,1.54365877842876e-05
"FANCD2",7.47857250040132e-10,-1.28928708036227,0.046,0.101,1.63631166308781e-05
"TDG",7.71398213089544e-10,-0.285497607981799,0.509,0.61,1.68781929023992e-05
"MRPL50",7.7247121704311e-10,-0.299869791346562,0.606,0.7,1.69016702289033e-05
"CYRIA",8.05128109156469e-10,-0.329493266796931,0.288,0.399,1.76162030283435e-05
"PNRC2",8.142973216084e-10,-0.233420912048136,0.828,0.889,1.78168253967918e-05
"RBPMS",8.29741136827807e-10,0.420216874213495,0.618,0.55,1.81547360737924e-05
"PAGR1",8.53666830295628e-10,-0.353417961386075,0.489,0.585,1.86782302468683e-05
"CORO1A",8.61726948005838e-10,-0.840049358741836,0.069,0.133,1.88545856223677e-05
"ERO1A",8.68650907463382e-10,-0.576546955681794,0.121,0.2,1.90060818552988e-05
"DHX36",8.95684258920737e-10,-0.259751835355393,0.683,0.774,1.95975715851857e-05
"LHPP",9.05139108767693e-10,-0.318581987460923,0.442,0.551,1.98044436998371e-05
"TIPIN",9.06734540354712e-10,-0.664010112340848,0.157,0.243,1.98393517429611e-05
"ZMYND8",9.59725384300163e-10,0.322474277750908,0.759,0.72,2.09987914084876e-05
"SYNC",9.77553486761884e-10,0.64309178957252,0.422,0.347,2.138887029035e-05
"NDUFA5",9.8763076420057e-10,-0.165674919015266,0.876,0.908,2.16093611207085e-05
"RTCB",1.0590893478179e-09,-0.466794032520647,0.343,0.441,2.31728749302557e-05
"EIF1",1.11922971201997e-09,-0.0884375437874989,0.997,0.999,2.44887460989969e-05
"HEXB",1.1438980426359e-09,0.467616274555246,0.518,0.455,2.50284891728735e-05
"BCAM",1.15449159956423e-09,0.276524683942107,0.802,0.765,2.52602761984654e-05
"MIB2",1.16312220480965e-09,0.560195306577046,0.308,0.222,2.54491138412351e-05
"CELA3B",1.17102285501051e-09,1.39380360686828,0.099,0.046,2.56219800676299e-05
"TMEM11",1.18207479841448e-09,-0.238652002634336,0.65,0.735,2.58637965893088e-05
"MRPL58",1.21398285539944e-09,-0.191368313796771,0.85,0.879,2.65619448761398e-05
"EPDR1",1.2305502634497e-09,-0.39603927134335,0.542,0.648,2.69244397642794e-05
"CDK14",1.23635403614434e-09,0.342074233207282,0.673,0.611,2.70514263108381e-05
"MYO10",1.23853014989494e-09,-0.45683201441666,0.2,0.293,2.70990396797012e-05
"FUBP1",1.23967863672111e-09,-0.254475691339294,0.635,0.726,2.71241685714578e-05
"CDV3",1.25630104744297e-09,0.420542064479148,0.963,0.951,2.74878669180522e-05
"DAD1",1.2799635521768e-09,-0.142069186994372,0.968,0.977,2.80056025216283e-05
"ORC1",1.28591289358204e-09,-1.75675481524009,0.012,0.048,2.8135774111575e-05
"RHOA",1.31653430267278e-09,-0.150025601852203,0.961,0.973,2.88057705424805e-05
"KHDRBS1",1.32052434449274e-09,-0.227285498819046,0.734,0.814,2.88930726575012e-05
"CCDC58",1.35778151359771e-09,-0.316803719382185,0.536,0.632,2.9708259517518e-05
"CHCHD10",1.37333592505529e-09,0.352474892595321,0.775,0.732,3.00485900402098e-05
"PTN",1.38135374168058e-09,-0.28490942925915,0.792,0.832,3.02240198679711e-05
"TMEM259",1.38713368171103e-09,-0.263495253618286,0.584,0.685,3.03504849558373e-05
"SPSB4",1.39260279304783e-09,-3.59240359929351,0.001,0.024,3.04701491118864e-05
"RPN2",1.39803858759796e-09,0.206426406194794,0.922,0.933,3.05890842966433e-05
"ISY1",1.40519582746897e-09,-0.346816333469531,0.476,0.562,3.0745684705021e-05
"ASGR2",1.42649998329386e-09,2.17626732592484,0.044,0.01,3.12118196344695e-05
"KIF23",1.43801708689975e-09,-1.27200001468804,0.042,0.094,3.14638138613666e-05
"AARSD1.1",1.47721376056324e-09,0.85294445529261,0.159,0.092,3.23214370811236e-05
"HCCS",1.4872267791345e-09,-0.330430740360147,0.559,0.647,3.25405219274629e-05
"MYPN",1.49122796250533e-09,0.866534856618358,0.182,0.11,3.26280678196166e-05
"PABPC4",1.51553856109068e-09,0.192225598296261,0.931,0.915,3.3159983716664e-05
"SLC16A7",1.51557044431996e-09,-0.840818332083311,0.055,0.112,3.31606813217207e-05
"APEX1",1.52650411843591e-09,-0.169804445051332,0.905,0.925,3.33999101113777e-05
"TGFB1",1.56812589204098e-09,0.582124416930441,0.393,0.315,3.43105945178567e-05
"MRPS27",1.58280712994535e-09,-0.309627230379494,0.462,0.567,3.46318200032043e-05
"PDLIM4",1.60586670922591e-09,0.283699245054164,0.905,0.91,3.51363635978628e-05
"WDR76",1.64542112882212e-09,-0.495494778615774,0.15,0.236,3.60018142986281e-05
"MACROH2A2",1.72549483467866e-09,-2.50276530272536,0.007,0.037,3.77538269827692e-05
"RHOU",1.72572953231976e-09,-3.73934964643961,0.002,0.025,3.77589621671563e-05
"HSPA14",1.7386509460879e-09,-0.297420535348385,0.569,0.666,3.80416827004032e-05
"ENSBTAG00000048402",1.74435519135506e-09,-0.296793531749797,0.555,0.65,3.81664915868487e-05
"KDM5A",1.7590184063048e-09,0.32854393964504,0.774,0.731,3.84873227299491e-05
"STAR",1.77769697408629e-09,-1.55994686150676,0.023,0.065,3.88960097930081e-05
"IGF2R",1.80108547072323e-09,0.228499574524714,0.905,0.891,3.94077500994244e-05
"NCOR1",1.824641473746e-09,-0.183125388237634,0.91,0.939,3.99231554455625e-05
"SHCBP1",1.83042604809293e-09,-2.05606188145775,0.007,0.037,4.00497219322732e-05
"BCL2L11",1.83088587136295e-09,-0.620993070266919,0.111,0.186,4.00597828654214e-05
"LACTB",1.83963341141876e-09,-0.332389095852757,0.491,0.594,4.02511790418424e-05
"ENSBTAG00000047441",1.8611353677661e-09,-0.337465686360663,0.4,0.506,4.07216418467222e-05
"CHTF18",1.86255404098731e-09,-0.922724284851534,0.068,0.128,4.07526824168023e-05
"HSPBP1",1.88169292520759e-09,-0.368780125195642,0.367,0.472,4.1171441203542e-05
"ENSBTAG00000040367",1.88366927130649e-09,0.476371254127003,0.39,0.297,4.12146836561859e-05
"GLRX",1.89172683455089e-09,-0.30981288109014,0.539,0.642,4.13909831399734e-05
"FRYL",1.9164764536911e-09,0.425881867248298,0.554,0.494,4.19325048067612e-05
"MT3",1.92474280769039e-09,-1.74171526681126,0.011,0.044,4.21133726322657e-05
"PRC1",1.93184114695983e-09,-0.616538580619527,0.186,0.274,4.22686842954811e-05
"LIG1",1.94906296698957e-09,-0.593724301190298,0.182,0.268,4.26454977177318e-05
"ENSBTAG00000051340",1.95340098032081e-09,1.23607337680817,0.107,0.052,4.27404134494193e-05
"MRPS9",1.95921444814237e-09,-0.410816842135966,0.304,0.4,4.28676121253551e-05
"MTCH1",1.97143504380044e-09,-0.288940716165147,0.555,0.656,4.31349987583536e-05
"BEND5",1.97191535703662e-09,-2.47144833529555,0.005,0.032,4.31455080119612e-05
"ZBTB16",1.97479875204089e-09,-0.417388450309535,0.28,0.385,4.32085966946546e-05
"DHODH",1.99472919733153e-09,-0.475570064292097,0.12,0.199,4.36446748376139e-05
"GPC1",2.00267662884444e-09,0.209495464155792,0.961,0.949,4.38185646391164e-05
"CD47",2.00375439738585e-09,-0.240070011696401,0.71,0.779,4.38421462148024e-05
"FGF22",2.02193799778548e-09,1.07470401700747,0.114,0.058,4.42400033915464e-05
"ENSBTAG00000050925",2.06142839357244e-09,0.372944519327896,0.67,0.624,4.51040532513649e-05
"CCDC34",2.07263622021064e-09,-0.547751324295559,0.267,0.356,4.53492804982088e-05
"ZNF423",2.09466089763391e-09,-1.09602928380188,0.047,0.1,4.58311804402299e-05
"PKD2",2.09530826826192e-09,0.470616015450861,0.462,0.389,4.58453449095709e-05
"HES2",2.09757638084517e-09,-0.605562543194698,0.102,0.174,4.58949712128922e-05
"C5AR2",2.1122115302657e-09,-0.57382909959574,0.168,0.252,4.62151882822135e-05
"LAMTOR1",2.14498441339087e-09,-0.190230522351514,0.841,0.89,4.69322589649923e-05
"RBX1",2.16265762522016e-09,-0.146272872732083,0.935,0.954,4.73189488398172e-05
"ACAT2",2.18756493433276e-09,-0.369987709867446,0.76,0.824,4.78639207632007e-05
"COX7A2L",2.25326146585906e-09,-0.156574474241453,0.948,0.957,4.93013608729962e-05
"NOA1A",2.29195375129251e-09,-0.518940789388185,0.216,0.307,5.01479480782801e-05
"LACTB2",2.31933029465326e-09,-0.423720949808187,0.244,0.341,5.07469468470133e-05
"CHPF2",2.36739480810902e-09,0.528304545041546,0.404,0.324,5.17985984014254e-05
"PPID",2.38205846249691e-09,-0.281346951605149,0.601,0.694,5.21194391594324e-05
"HERC5",2.42118822486732e-09,-0.40118547564035,0.186,0.277,5.2975598360097e-05
"CYP20A1",2.42528948169992e-09,-0.323419749615728,0.352,0.464,5.30653338595942e-05
"UBE2E2",2.47247878645576e-09,1.02579585877614,0.178,0.111,5.4097835847652e-05
"CMSS1",2.47715688725417e-09,-0.517289837361359,0.138,0.218,5.42001926931212e-05
"ATP5MPL",2.48755903961738e-09,-0.156819734839679,0.936,0.954,5.44277917868284e-05
"UBE2Q1",2.57615657293586e-09,0.291979858583203,0.733,0.697,5.63663058158367e-05
"MFSD4A",2.59781301888988e-09,-2.62269642205719,0.003,0.027,5.68401488533105e-05
"EMC2",2.62182738497166e-09,-0.270558397881159,0.608,0.715,5.73655831831799e-05
"UQCRC1",2.64694071303642e-09,-0.162475739194759,0.914,0.934,5.79150628012369e-05
"BCL3",2.71071443612264e-09,-0.466771251059813,0.219,0.312,5.93104318623634e-05
"DOP1B",2.72510479618908e-09,0.634763183206234,0.303,0.221,5.96252929406171e-05
"ARRDC4",2.799915916143e-09,0.647904284210562,0.282,0.204,6.12621602452089e-05
"PIK3R2",2.90457437459724e-09,0.306393184273783,0.76,0.698,6.35520873161875e-05
"ENSBTAG00000014449",2.92662719885625e-09,-0.333481205597095,0.373,0.483,6.40346031109747e-05
"NUDT21",2.93722511876912e-09,-0.42411094849409,0.386,0.484,6.42664855986683e-05
"ESPL1",2.96726380834509e-09,-1.39294622893118,0.019,0.057,6.49237321265906e-05
"PNKD.1",3.06466759178661e-09,-0.659967389856805,0.148,0.229,6.7054926908291e-05
"PINX1",3.11584048046284e-09,-0.363889368427591,0.352,0.454,6.8174589712527e-05
"NAXE",3.14511300675101e-09,-0.199285014278311,0.766,0.822,6.8815072587712e-05
"CCDC12",3.15051384485337e-09,-0.37352745224421,0.354,0.461,6.89332429253919e-05
"EPHX1",3.17109273385009e-09,-1.66015642226218,0.031,0.076,6.93835090166401e-05
"NDUFB5",3.18522082396847e-09,-0.137522084896632,0.953,0.964,6.96926316284302e-05
"FEN1",3.22162698856497e-09,-0.910388269444845,0.085,0.149,7.04891985098016e-05
"CREB3",3.23738245150104e-09,0.501615332915853,0.482,0.418,7.08339280388428e-05
"ISOC1",3.29092496635192e-09,-0.396250661165638,0.23,0.325,7.200543826378e-05
"CENPK",3.40345021125376e-09,-0.670887639070983,0.101,0.171,7.44674906222322e-05
"SAFB",3.43470814089131e-09,-0.200912261402728,0.848,0.88,7.5151414122702e-05
"TBC1D20",3.59880449046028e-09,0.392957789261142,0.546,0.485,7.87418422512708e-05
"SUCO",3.63153417898145e-09,0.456170567170666,0.519,0.453,7.94579678361141e-05
"SLC35F3",3.67877451126814e-09,3.23568298993806,0.027,0.002,8.0491586306547e-05
"NKAIN2",3.69340470362675e-09,3.33063709489932,0.027,0.002,8.08116949153534e-05
"CCDC22",3.6975321933598e-09,-0.505305636486798,0.253,0.343,8.09020043907125e-05
"IFI27L2",3.72420624315487e-09,0.188197983667898,0.902,0.904,8.14856326002285e-05
"ANXA6",3.79465712394276e-09,-0.10468162342402,0.993,0.992,8.30270978718676e-05
"AKAP8",3.84272502224395e-09,-0.445277498265345,0.259,0.353,8.40788234866975e-05
"RTN2",3.88430268780915e-09,0.194562498875536,0.893,0.867,8.49885428092642e-05
"UBXN4",3.89626435182746e-09,-0.158899928155997,0.935,0.964,8.52502640179847e-05
"SMC6",3.90720157350428e-09,-0.212100689861936,0.887,0.911,8.54895704282736e-05
"RPL35A",3.91330941361638e-09,-0.0659416129895911,0.999,1,8.56232099699263e-05
"EMC10",3.92688668906525e-09,-0.197917959194319,0.834,0.882,8.59202807567477e-05
"ATP5F1E",3.93924664872065e-09,-0.106413633706528,0.989,0.989,8.61907166740079e-05
"ANKRD13A",3.99129688835126e-09,-0.274164136190888,0.735,0.813,8.73295759171257e-05
"CSNK2A2",4.03362148407522e-09,-0.308034547467797,0.576,0.671,8.82556380715658e-05
"MFSD10",4.05905282487892e-09,-0.257941200458249,0.808,0.863,8.88120758083509e-05
"BPNT1",4.12669493090595e-09,-0.390103622204335,0.326,0.432,9.02920850882223e-05
"RAB8B",4.17967164014372e-09,-0.330249238990406,0.369,0.487,9.14512154863447e-05
"EDNRA",4.21186134761626e-09,1.0550349684755,0.209,0.14,9.21555262858437e-05
"ASPH",4.34153522727809e-09,-0.356816577800195,0.357,0.459,9.49927907728447e-05
"VIM",4.44052260834643e-09,0.114760807376087,1,1,9.71586346706199e-05
"JAM2",4.45899977824742e-09,0.658021525647294,0.397,0.323,9.75629151480535e-05
"PITX2",4.52433994334939e-09,-0.643961514342684,0.175,0.261,9.89925579604846e-05
"KARS1",4.53419288396341e-09,-0.174040696887963,0.893,0.924,9.92081403011193e-05
"RBPJ",4.60638346287414e-09,-0.293958210093069,0.699,0.784,0.000100787670167686
"GNPDA1",4.62396364319699e-09,-0.411582254675224,0.338,0.444,0.00010117232451315
"ADRM1",4.65145705271114e-09,-0.285104637001115,0.612,0.684,0.00010177388031332
"IL17B",4.85109559633985e-09,1.45735846567799,0.15,0.087,0.000106141971647916
"PDSS1",4.87183726793854e-09,-0.580228009163686,0.159,0.239,0.000106595799422495
"GPS1",5.05102454613879e-09,-0.290950149149809,0.563,0.648,0.000110516417069517
"ETV5",5.27766955643092e-09,0.978391188396349,0.18,0.112,0.000115475409894709
"CFAP410",5.30788625843299e-09,-0.642534261934905,0.131,0.208,0.000116136551334514
"SGCA",5.35139014073598e-09,0.273065399497999,0.814,0.741,0.000117088416279303
"ZBTB18",5.56963385562615e-09,0.557211165085574,0.4,0.318,0.0001218635887611
